comment,like_count,published_at,author,sentiment,emotions,anger,fear,negative,positive,trust,anticipation,joy,surprise,sadness,disgust,positive_count
"Split decision the plot of Rocky....JP will take some hits to gain respect Tyson will show that he still has power. Both leave happy.

But would love to see Tyson knock this kid out if this was real.",1,2024-10-18T01:00:15Z,@gundamo_creates,Positive,"{'anticipation': 3, 'joy': 4, 'positive': 5, 'trust': 4, 'negative': 1, 'sadness': 1, 'surprise': 1}",0.0,0.0,1.0,5.0,4.0,3.0,4.0,1.0,1.0,0.0,1
"Now that they’re making it look like a movie, I’m starting to have my doubts about it’s legitimacy..☹️😕",1,2024-10-18T00:50:17Z,@acejenkina8472,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
This is not real boxing,0,2024-10-18T00:34:26Z,@My.LineOfSight,Negative,"{'positive': 1, 'trust': 1, 'anger': 1}",1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0
My guy is Tyson. He is way smarter than Jake thinks.,0,2024-10-18T00:20:07Z,@johnpollard744,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
No mames jake paul hasn't knocked out a real boxer he chooses people with less experience in boxing his dumbasss would get wrecked,0,2024-10-18T00:09:33Z,@Whysoserious542,Positive,"{'positive': 1, 'trust': 1, 'anger': 2, 'fear': 1, 'negative': 1, 'sadness': 1}",2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1
This might be the shortest Netflix stream ever,0,2024-10-17T23:08:51Z,@Thebasicnoob409,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This is an embarrassment for the sport of boxing,0,2024-10-17T22:53:53Z,@thekingofvirginia5014,Neutral,"{'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1, 'anger': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0
Hope tyson gets the ko,0,2024-10-17T22:35:15Z,@mrumarGTA,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Last I heard, which was yesterday on the 16th, that this fight was called off, because of Mike's health problems. It shouldn't be happening anyway. Mike is too old.",0,2024-10-17T22:22:24Z,@billking1751,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
💯🔥Netflix is going LIVE for the first time telecasting a big high thrilling boxing match ever.,0,2024-10-17T22:21:51Z,@ALPHA_JAY-01,Positive,"{'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'anger': 1}",1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1
El gallo 😂😂😂😂 this dude not even latino,0,2024-10-17T22:08:00Z,@JulioCon-rr9ej,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Ludacris does not have a good voice for trailers.,0,2024-10-17T22:04:29Z,@szargos,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
"yeah this is why Back In Action  got delayed to next year (it was meant to be on Netflix on the 15th as well), they thought this dumb boxing match might 'overshadow it'. ffs. Netflix are lazy af.",0,2024-10-17T21:52:43Z,@cats-f4q,Negative,"{'negative': 3, 'anticipation': 1, 'anger': 1}",1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Jake Paul 🥊Vs Mike Tyson 🥊Let’s Run It,1,2024-10-17T21:24:54Z,@justinoverall2763,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I feel it's just a bunch of fake publicity I bet it doesn't even happen,0,2024-10-17T21:23:38Z,@rachelnason3708,Negative,"{'negative': 1, 'anticipation': 1}",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Really?????,0,2024-10-17T20:56:25Z,@VinnieMTG2024,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
"You can see the difference, Mike fought professionally while Jake fought not professionally",0,2024-10-17T20:54:51Z,@KidCigano,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
El Gallo Paul? Bro now wants to be mexican,1,2024-10-17T20:54:50Z,@RamiroRodriguez-v7b,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Didn’t jake Paul lose to Tommy Fury?,0,2024-10-17T20:35:53Z,@hvirdberg8532,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0
Father is always a father 🙌🏻,0,2024-10-17T20:31:49Z,@ShibanKhan-rf6wh,Neutral,{'trust': 1},0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
How is he not ashamed ???? he wouldn't have lasted a second with Tayson ... he would like Tayson to be in his prime and to tear off Tayson's head....,0,2024-10-17T20:21:20Z,@starece177,Neutral,"{'disgust': 1, 'negative': 1, 'sadness': 1, 'positive': 1}",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Jake El Gay-yo Paul about to get knocked out,0,2024-10-17T20:19:18Z,@HellonearthlABB,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I’ll catch the highlights after. Not Gna give them the courtesy of adding to the live views,0,2024-10-17T20:11:29Z,@connorwesley8757,Positive,"{'surprise': 1, 'positive': 1}",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
"Jake ""the biggest joke"" Paul.   there I fixed it for you....",0,2024-10-17T20:09:03Z,@orion7741,Positive,"{'negative': 1, 'trust': 1}",0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Jake paul will going to lose like his brother the former united states champion logan paul,0,2024-10-17T19:58:46Z,@papotkubeta9999,Neutral,"{'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1, 'positive': 3, 'trust': 3, 'anticipation': 1, 'joy': 1}",1.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0
Tyson should make Jake sign a contract/document saying that when HE is 58 - he'll have to fight someone thirty years his junior.,17,2024-10-17T19:49:11Z,@ListenToMoreMetal,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"👇
TYSON",1,2024-10-17T19:30:18Z,@Tyler-z3b,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake Paul always have a brain dead face,0,2024-10-17T19:25:45Z,@domx7zero157,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
WHY DIDINT THEY PUT THE MARVIS FRAZIER FIGHT,0,2024-10-17T19:25:31Z,@shah6952,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"They’re way overhyping Jake, Jake has never beaten a real seasoned, non-retired boxer",0,2024-10-17T19:11:47Z,@MiKoL._.,Positive,"{'positive': 2, 'trust': 1}",0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Mike might get knocked out,1,2024-10-17T18:37:16Z,@forgiatocapone7279,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hope this not stage lol,0,2024-10-17T18:34:33Z,@UnknownGamer-lw7zp,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Sort of feel like it’s gonna be a humiliation ritual on Mike Tyson… sigh,1,2024-10-17T18:32:23Z,@obasaxy1,Neutral,"{'disgust': 1, 'negative': 1, 'sadness': 1}",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Netflix is a toilet bowl of bacteria and soulless goblins,0,2024-10-17T18:19:07Z,@BericBuilds,Negative,"{'disgust': 3, 'negative': 3, 'fear': 2, 'sadness': 2}",0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0
IT'S ABOUT TO GO DOWN..I THINK TYSON GONE KNOCKOUT PAUL  IN THE SECOND ROUND.IF NOT THE FIRST.❤️👍🏾💪🏾💪🏾.THAT'S JUST MY OPINION. 🤷🏾‍♂️🧏🏾‍♂️,2,2024-10-17T18:17:31Z,@T.ruH.eroU.nderG.od86,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
We all know that Mike is in no fighting condition with a much younger dude and Netflix knows that as well as Paul they just want to make money out of mike's name,0,2024-10-17T18:03:03Z,@1998jroy,Neutral,"{'anger': 2, 'negative': 1, 'positive': 2, 'anticipation': 1, 'joy': 1, 'surprise': 1, 'trust': 1}",2.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0
"I hope no one watches this live, just catch the highlights on YouTube for free. We shouldn’t support these people. It’s all a scam basically, Jake Paul is the ultimate grifter",0,2024-10-17T17:54:26Z,@jeramiew8967,Positive,"{'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 2, 'trust': 1, 'sadness': 1}",0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1
Biggest disgrace in the sport’s history,0,2024-10-17T17:47:39Z,@vanilla2freshh872,Neutral,"{'anger': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
DAMNMNNNNNN ISNT HE TOO OLD TO BE FIGHTING,0,2024-10-17T17:10:05Z,@CRINGYBOY6000,Positive,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Please cancel this fight. Nobody wants it. It's shameful,0,2024-10-17T17:08:39Z,@joeybidner,Positive,"{'negative': 3, 'sadness': 2, 'anger': 1, 'fear': 1}",1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1
Let’s face it Any body who goes watch this is pathetic,0,2024-10-17T16:55:04Z,@javairflorez7889,Negative,"{'anticipation': 1, 'fear': 1, 'disgust': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0
Не трогайте дедушку Тайсона.Он уже старый,0,2024-10-17T16:21:46Z,@ГлавныйЭреб,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tyson her zaman bir efsane..,0,2024-10-17T16:18:01Z,@MuratTekin-g6k,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I'll pay a huge amount of money to see him fighting the prime Mike Tyson,1,2024-10-17T15:59:31Z,@adrianoyo8588,Positive,"{'anticipation': 2, 'joy': 2, 'positive': 3, 'trust': 2, 'anger': 2, 'surprise': 1, 'negative': 1}",2.0,0.0,1.0,3.0,2.0,2.0,2.0,1.0,0.0,0.0,1
"Saw Iron Mike running up the steps in Philly, had is tiger with him",0,2024-10-17T15:54:23Z,@changemyride,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Tyson’s getting his money and getting out. This fight is all about building Paul up. Tyson’s giving him that shot because the payday is huge. Let’s be real—this isn’t a fight, it’s charity. But one thing’s for sure: Tyson’s legacy? Untouchable.""",0,2024-10-17T15:26:40Z,@MrRightbackatya,Positive,"{'anger': 4, 'anticipation': 1, 'joy': 2, 'positive': 4, 'surprise': 2, 'trust': 1, 'fear': 3, 'negative': 3, 'sadness': 1}",4.0,3.0,3.0,4.0,1.0,1.0,2.0,2.0,1.0,0.0,1
Too bad we probably won't see the 2nd half of the fight until 2026,0,2024-10-17T15:16:34Z,@Necro_Neko13,Negative,"{'anger': 2, 'disgust': 1, 'fear': 2, 'negative': 2, 'sadness': 1}",2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0
Hope they're not using the same gloves fight night thay they used in this video,0,2024-10-17T15:06:31Z,@SeanMurphy-pn7uy,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Isaiah 5:13-15,1,2024-10-17T14:40:04Z,@tha-wah-rahhkahtahthah,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
I don't think this will happen.,0,2024-10-17T14:39:58Z,@kukichloksik,Neutral,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Scripted shit,0,2024-10-17T13:46:18Z,@ishandeepmajumder,Negative,"{'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
It's cancelled or not ?,0,2024-10-17T13:44:57Z,@soldier4life_PR,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Who’s here cuz of DIDDY!!,0,2024-10-17T13:37:11Z,@amoney7227,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Is this the ""American Ip man"" trailer??",0,2024-10-17T13:23:32Z,@Alex-mj9tf,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"El gallo😂😂😂😂 what a wankstain of a person this idiot is.

Pity they give these kind of pricks a platform, and let them disrepect people like this.",0,2024-10-17T13:22:20Z,@sebastianluijtelaar3023,Negative,"{'disgust': 1, 'negative': 1, 'joy': 1, 'positive': 1, 'trust': 1}",0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0
Mike should packed some muscle on he looks frail looked better for Roy jones fight,0,2024-10-17T13:04:12Z,@GunsGlory-ec2df,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Both Logan and jake are clown !,0,2024-10-17T12:43:57Z,@tanishqkapilOfficial,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
We was supposed to see Mike Tyson vs Tommy Morrison but we got the temu version of the fight,0,2024-10-17T12:16:58Z,@tbupnexttruths1355,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
They got this Jake dude wearing a dress noooooo😂😂😂😂😂😂😂 0:29,14,2024-10-17T12:05:40Z,@cauliflablue3076,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Staged,1,2024-10-17T12:03:08Z,@786_info,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Hope Tyson forgets the script,1,2024-10-17T12:02:58Z,@786_info,Neutral,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
It seems to be a good drama,0,2024-10-17T12:02:39Z,@786_info,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Bro Jake fighting a 60 yr old 😭 We all know Jake bozo is getting stomped by mike if mike was in his prime.Who knows what even if mike tyson beats jake in his 60s,0,2024-10-17T10:45:44Z,@JambaChuluudai,Positive,"{'anger': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Mike Tyson once bit someone's ear off in the ring. This time Mike Tyson is going to bite someone's beard off in the ring.,0,2024-10-17T10:45:10Z,@BannedYouTubeArtist,Neutral,"{'anticipation': 1, 'negative': 1}",0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
"16oz gloves 2 minute rounds, I wouldn’t be surprised if neither of them gets a KO",1,2024-10-17T10:33:46Z,@Nsgs_,Positive,{'surprise': 1},0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
I forgot all about this fight,0,2024-10-17T10:26:06Z,@jazzyfizzal9004,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
just a money making nothing serious about boxing fight...,0,2024-10-17T10:04:00Z,@TheAnalamanga,Negative,"{'anger': 3, 'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1, 'fear': 1, 'negative': 1}",3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
This isn’t even a fight anymore it’s more like direct movie,0,2024-10-17T09:13:40Z,@bishopduran7802,Positive,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
jake😘 mike🐯,0,2024-10-17T08:59:13Z,@Stop-Motion-Kid,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Jake Paul is a chump,0,2024-10-17T08:49:35Z,@wendyblokhuizen1947,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Aaand After 10 scintillating rounds unanimous decision “the winner is NETFLIX”,0,2024-10-17T08:13:40Z,@vishwajithsr,Neutral,"{'positive': 2, 'anticipation': 1, 'joy': 1, 'surprise': 1}",0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0
Mike Tyson might win and I hope he wins,0,2024-10-17T07:58:41Z,@morgannavarroenclavevetera8462,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
"Let me guess, it'll be a draw, right?",0,2024-10-17T07:49:18Z,@abidmorshed5980,Positive,{'surprise': 1},0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
👍,0,2024-10-17T07:12:58Z,@rajmodi3107,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"please dont get concussed mike, you found such wisdom after your boxing career",0,2024-10-17T06:51:57Z,@drgreenthumber,Neutral,"{'joy': 1, 'positive': 3, 'trust': 2, 'anger': 1, 'anticipation': 1}",1.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0
верните Майка на пик Джейк пол по сравнению с ним ребенок😊,0,2024-10-17T06:25:35Z,@Антон-ы4у7й,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"This is for Mike the ""baddest old man"" i hope he forgets and fights for real.",0,2024-10-17T06:08:24Z,@ujjwalyonjan2519,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'surprise': 1, 'trust': 2}",0.0,0.0,0.0,2.0,2.0,1.0,1.0,1.0,0.0,0.0,1
The guy really said “im the face of the sport” what a clown 🤡,0,2024-10-17T05:24:01Z,@edgarflores187,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1
"Iron Mike only needs to land one or two good ones and it’s over. And he can take a serious beating to wait for the opportunity. Don’t underestimate him. Jake Paul is a great boxer, but Mike Tyson can put you in a coma",0,2024-10-17T05:16:52Z,@lethalwolf7455,Positive,"{'positive': 3, 'anticipation': 3, 'joy': 1, 'surprise': 2, 'trust': 1, 'anger': 1, 'fear': 2, 'negative': 3, 'sadness': 2}",1.0,2.0,3.0,3.0,1.0,3.0,1.0,2.0,2.0,0.0,1
Tyson will loss the game,0,2024-10-17T05:08:37Z,@Halfmusicchannel,Negative,"{'anger': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
This shit is corny button 👍,0,2024-10-17T04:37:25Z,@doublecup871,Negative,"{'anger': 1, 'disgust': 1, 'negative': 1}",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
"Why paul even do this anyway, you wanna prove your good fight Tank, fight Canelo, fight Manguia, hell fight Fury again or Tyson Fury all 5 would stomp paul why we letting him continue this ridiculous stunt",0,2024-10-17T04:04:06Z,@coreysimpson9055,Positive,"{'fear': 6, 'negative': 7, 'sadness': 2, 'positive': 3, 'anticipation': 2, 'joy': 1, 'surprise': 1, 'trust': 2, 'anger': 6, 'disgust': 2}",6.0,6.0,7.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1
RIP,0,2024-10-17T03:57:18Z,@kp3427,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
November is close,0,2024-10-17T03:41:24Z,@Laptop735,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Anyone who thinks this won't end in a ""no contest"" is the reason why Jake Paul is famous.

Rigged stupid shit as always.",0,2024-10-17T03:33:45Z,@fredstyles2198,Negative,"{'positive': 2, 'negative': 2, 'anger': 1, 'disgust': 1}",1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0
Clubber Lang vs Ivan Drago *ROCKY 6.1/4* (Nobody wins; even the audience)😏,0,2024-10-17T03:26:17Z,@DolceFarnienteABC123,Positive,{'anticipation': 1},0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
Super excited even tho the age difference,0,2024-10-17T03:06:54Z,@KevinAndradeboxing,Positive,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
Mike took a pay check for a knockout and after he will talk about his injured back and knees,0,2024-10-17T02:35:46Z,@Evianfresh14,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 2, 'trust': 1, 'fear': 1, 'negative': 1, 'sadness': 1}",0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0
Jake Paul v canelo would feed families,0,2024-10-17T02:23:37Z,@DelioCruz-rb9cm,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Old vs new boxer I'm ready to watch this,0,2024-10-17T02:10:31Z,@nalanhazzard,Positive,"{'anticipation': 2, 'fear': 1}",0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1
"Jake ""The Rooster"" Paul? 🤣🤣🤣",0,2024-10-17T01:42:42Z,@barcamessiful,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Mike looks so old. Money will make some people do strange things. They keep showing clips of him when he was younger 🤦🏾‍♂️,0,2024-10-17T01:13:48Z,@alvinavance5040,Positive,{'positive': 1},0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
Tyson in his Rocky Balboa 2006 era,0,2024-10-17T01:11:57Z,@javierlopez9789,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
This fight not going to happen 😐,1,2024-10-17T00:51:00Z,@tcb7369,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1, 'anticipation': 1}",1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
Do real fighters get a high quality trailer like this too ? Or does Netflix just like to eat their meats ?,0,2024-10-17T00:33:40Z,@Czz-m6p,Positive,"{'positive': 2, 'trust': 1}",0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1
Mike Tyson all the way here!!🔥🔥,0,2024-10-17T00:33:04Z,@Hehehe.422,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Fake fight uploaded on nerflix come on guys wake up,0,2024-10-16T23:43:49Z,@FfrRrr-g4m,Negative,"{'anger': 1, 'fear': 1, 'negative': 1}",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
face of the sport? Jajajaja youre the clown of this sport.,0,2024-10-16T23:32:38Z,@robertogodoy4779,Neutral,"{'anticipation': 1, 'joy': 1, 'positive': 1, 'surprise': 1}",0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
Let's go jake paul 💪,0,2024-10-16T23:29:05Z,@malcum17,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Whatever the outcome, Tyson already won. Jake has everything to lose here. 
If Mike loses, we say of course he did he's an old man but great he still tried!
If Mike wins, we say that was expected.",0,2024-10-16T23:24:00Z,@watnoudan,Positive,"{'positive': 1, 'anger': 1, 'disgust': 1, 'fear': 1, 'negative': 1, 'sadness': 1, 'surprise': 1, 'anticipation': 1}",1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1
Paul = ☠️🧱,1,2024-10-16T22:33:56Z,@T-M-N-T,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
The fight still hasn't happened yet? They still f❤cking around ay can someone tell me,0,2024-10-16T22:25:40Z,@Jgd1997,Neutral,"{'anger': 1, 'fear': 1, 'negative': 1, 'positive': 1}",1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Oh no.,0,2024-10-16T22:22:00Z,@dustinmartin653,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
If mike loses im literally leaving social media for a couple months,0,2024-10-16T22:18:22Z,@whocallinsimon5946,Negative,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"Mike Tyson will definitely win this fight, Jake Paul is a Wash, now the world is gonna see me Win Big, Jake Paul will take the L and I will break women, my glory in Boxing is fulfilled and I want that check, Mike Tyson to be over Muhammad Ali",0,2024-10-16T22:17:16Z,@michaelbraddock5728,Positive,"{'anger': 1, 'fear': 1, 'negative': 1, 'surprise': 1, 'anticipation': 1, 'joy': 1, 'positive': 1, 'trust': 1}",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
63K,0,2024-10-16T22:10:07Z,@michaelbraddock5728,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
It will be rigged 100%,0,2024-10-16T22:09:24Z,@SinoYT,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
What a crock of shite. Where's the Cobra Kai trailer millions are waiting for,0,2024-10-16T22:09:10Z,@bourne2drive371,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
Tyson will win🔥,0,2024-10-16T22:09:07Z,@hawklaxe,Neutral,{},0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
"dumbest thing I've ever seen. they are showing footage from 35 years ago for Tyson. this is a joke. Who approved this ""fight""? whoever approved this at Netflix should get fired ASAP. what a joke.   Tyson is sooo old, he could get hurt badly. Cmon now. this is soo stupid and I hope it doesn't happen",0,2024-10-16T21:49:11Z,@anthonyinteriano101,Negative,"{'negative': 6, 'anger': 2, 'fear': 2, 'sadness': 2, 'anticipation': 2, 'joy': 1, 'positive': 1, 'surprise': 1, 'trust': 1}",2.0,2.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,0
